rank,name,genre,esrb_rating,platform,publisher,developer,global_sales,na_sales,pal_sales,jp_sales,other_sales,year,critic_score,user_score
5915,War for the Overworld,Misc,,PC,Unknown,Unknown,0.36,,,,,2015,65.0,7.7
5932,Left 4 Dead 2,Shooter,M,PC,Valve,Certain Affinity / Valve Software,0.36,,0.32,,0.04,2009,89.0,8.5
5936,Planetbase,Simulation,,PC,Unknown,Madruga Works,0.36,,,,,2001,,
5941,Cossacks 3,Strategy,,PC,GSC Game World,GSC Game World,0.36,,,,,2016,,
5944,No Time To Explain Remastered,Action-Adventure,,PC,Unknown,TinyBuild Games,0.36,,,,,2018,,
5948,Tiny and Big: Grandpa's Leftovers,Platform,,PC,Unknown,Black Pants Studio,0.36,,,,,2000,,
5954,Organ Trail,Action-Adventure,,PC,Unknown,The Men Who Wear Many Hats LLC,0.36,,,,,1997,,
5957,The Last Hope,Adventure,,PC,Unknown,Atomic Fabrik,0.36,,,,,2007,,
5965,Bit.Trip Presents... Runner 2: Future Legend of Rhythm Alien,Misc,,PC,Unknown,Unknown,0.36,,,,,2013,,
5995,Windward,Sandbox,,PC,Unknown,Tasharen Entertainment Inc.,0.36,,,,,2001,,
5998,Really Big Sky,Shooter,,PC,Unknown,Boss Baddie,0.36,,,,,2008,,
6013,The Sims 4: City Living,Simulation,T,PC,Electronic Arts,Maxis,0.35,0.03,0.3,,0.02,2016,77.0,5.7
6018,Slender: The Arrival,Misc,,PC,Polytron Corporation,Unknown,0.35,,,,,2013,,
6020,Bloons TD 5,Strategy,,PC,Unknown,Ninja Kiwi,0.35,,,,,2005,,
6030,Halo: Spartan Assault,Shooter,,PC,Microsoft Studios,Vanguard Games,0.35,,,,,2013,,
6036,Timberman,Action,,PC,Unknown,Digital Melody,0.35,,,,,2008,,
6037,Toki Tori,Puzzle,,PC,Two Tribes,Two Tribes,0.35,,,,,2010,,
6041,House Flipper,Simulation,,PC,Unknown,Empyrean,0.35,,,,,1995,,
6054,Titan Souls,Action,,PC,Devolver Digital,Acid Nerve,0.35,,,,,2015,,
6056,Heroes of Might and Magic V,Strategy,T,PC,Ubisoft,Nival Interactive,0.35,,,,,2006,77.0,7.9
6067,Dark Souls: Remastered,Role-Playing,M,PC,Bandai Namco Entertainment,From Software,0.35,,,,,2018,,
6071,Might & Magic Heroes VI,Role-Playing,T,PC,Ubisoft,Black Hole Games,0.35,0.15,0.14,,0.05,2011,,
6075,King Arthur's Gold,Action,,PC,Unknown,Transhuman Design,0.35,,,,,2008,,
6076,The Sims 4: Get Together,Simulation,T,PC,Electronic Arts,Maxis,0.35,0.05,0.27,,0.02,2015,72.0,7.3
6078,Nioh: Complete Edition,Action,,PC,Koei Tecmo,Team Ninja,0.35,,,,,2017,,
6092,Minecraft: Story Mode,Adventure,,PC,Mojang,Telltale Games,0.35,,,,,2015,,
6103,One Piece: Pirate Warriors 3,Action,T,PC,Namco Bandai Games,Omega Force,0.35,,,,,2015,,
6135,LEGO Jurassic World,Action,E10,PC,Warner Bros. Interactive Entertainment,Traveller's Tales,0.34,,,,,2015,72.0,7.1
6141,Risen 3: Titan Lords Enhanced Edition,Role-Playing,M,PC,Deep Silver,Piranha Bytes,0.34,,,,,2014,,
6147,The Tower Of Elements,Strategy,,PC,Unknown,Wulo Games,0.34,,,,,2009,,
6153,Knights of Pen and Paper +1,Role-Playing,,PC,Unknown,Behold Studios,0.34,,,,,2004,,
6163,Costume Quest,Role-Playing,,PC,Unknown,Double Fine Productions,0.34,,,,,2011,,
6164,DETOUR,Strategy,,PC,Unknown,Sandswept Studios,0.34,,,,,2011,,
6166,Revenge of the Titans,Strategy,,PC,Puppy Games,Puppy Games,0.34,,,,,2010,,
6171,The Sims 3: Town Life Stuff,Simulation,T,PC,Electronic Arts,EA Redwood Shores,0.34,0.11,0.18,,0.05,2011,,6.3
6179,Solar 2,Misc,,PC,Unknown,Murudai,0.34,,,,,2011,,
6191,Transport Fever,Simulation,,PC,Astragon,Urban Games,0.34,,,,,2016,70.0,7.0
6197,Damned,Action-Adventure,,PC,Unknown,9heads Game Studios,0.34,,,,,2009,,
6199,Space Beret,Shooter,,PC,Unknown,Amaterasu Software,0.34,,,,,2016,,
6208,The LEGO Movie Videogame,Action-Adventure,E10,PC,Warner Bros. Interactive Entertainment,TT Fusion,0.34,,,,,2014,68.0,6.8
6216,Giana Sisters: Twisted Dreams,Misc,,PC,Unknown,Unknown,0.34,,,,,2007,,
6224,Hard Reset,Shooter,,PC,Kalypso Media,Flying Wild Hog,0.34,,,,,2012,,
6232,Pony Island,Puzzle,,PC,Unknown,Daniel Mullins Games,0.33,,,,,2006,,
6238,Final Fantasy IX,Role-Playing,,PC,Unknown,Square Enix,0.33,,,,,2006,,
6248,Call of Duty: Infinite Warfare,Shooter,M,PC,Activision,Infinity Ward,0.33,0.12,0.19,,0.03,2016,73.0,3.0
6276,Dead Realm,Action-Adventure,,PC,Unknown,"Section Studios, Inc.",0.33,,,,,2018,,
6290,Botanicula,Adventure,,PC,Amanita Design,Amanita Design,0.33,,,,,2012,82.0,8.3
6294,Grow Home,Platform,,PC,Ubisoft,Ubisoft Reflections,0.33,,,,,2015,,
6299,Lego Batman 3: Beyond Gotham,Action,E10,PC,Warner Bros. Interactive Entertainment,Traveller's Tales,0.33,,,,,2014,,6.8
6320,Squishy the Suicidal Pig,Platform,,PC,Unknown,Tomi Maarela,0.33,,,,,2007,,
6325,Data Hacker: Reboot,Role-Playing,,PC,New Reality Games,New Reality Games,0.33,,,,,2015,,
6342,Fable III,Role-Playing,M,PC,Microsoft Game Studios,Lionhead Studios,0.33,0.11,0.17,,0.05,2011,75.0,5.4
6343,The Room,Puzzle,,PC,Fireproof Games,Fireproof Games,0.33,,,,,2014,,
6357,Football Manager 2017,Simulation,,PC,Sega,Sports Interactive,0.33,,0.31,,0.02,2016,81.0,4.3
6368,Medal of Honor: Warfighter,Shooter,M,PC,Electronic Arts,Danger Close Games,0.33,0.14,0.16,,0.03,2012,55.0,5.4
6369,The Witcher: Enhanced Edition,Role-Playing,M,PC,Atari,CD Projekt Red Studio,0.33,0.32,0.01,,,2008,86.0,8.5
6381,Audiosurf 2,Music,,PC,Unknown,Dylan Fitterer,0.32,,,,,2000,,
6383,Ratz Instagib,Shooter,,PC,Unknown,Lino Slahuschek,0.32,,,,,2008,,
6384,And Yet It Moves,Platform,E,PC,Broken Rules,TU Wien,0.32,,,,,2009,,
6392,Invasion: Brain Craving,Action-Adventure,,PC,Unknown,New Reality Games,0.32,,,,,1998,,
6408,Dead Space 2,Shooter,M,PC,Electronic Arts,Visceral Games,0.32,0.13,0.15,,0.04,2011,87.0,8.3
6410,God Mode,Misc,,PC,Atlus,Unknown,0.32,,,,,2014,,
6413,Borderlands: The Pre-Sequel,Misc,,PC,2K Games,Unknown,0.32,0.14,0.15,,0.03,2014,75.0,6.2
6417,Battlefleet Gothic: Armada,Strategy,,PC,Koch Media,Tindalos Interactive,0.32,,,,,2016,,
6433,The Bridge,Misc,,PC,Unknown,Unknown,0.32,,,,,2013,,
6436,The Hat Man: Shadow Ward,Action-Adventure,,PC,Unknown,Game Mechanics LLC,0.32,,,,,2003,,
6439,Zeno Clash,Shooter,T,PC,Tripwire Interactive,ACE Team,0.32,,,,,2009,,
6443,South Park: The Fractured But Whole,Role-Playing,M,PC,Ubisoft,Ubisoft San Francisco,0.32,,,,,2017,,
6447,HunieCam Studio,Simulation,,PC,Unknown,HuniePot,0.32,,,,,2008,,
6453,The Jackbox Party Pack 3,Party,,PC,Jackbox Games,Jackbox Games,0.32,,,,,2016,,
6457,Spintires: MudRunner,Simulation,E,PC,Focus Home Interactive,Saber Interactive,0.32,,,,,2017,,
6469,F1 2016,Racing,,PC,Codemasters,Codemasters,0.32,,,,,2017,,
6470,NEKOPARA Vol. 2,Visual Novel,,PC,Unknown,Neko Works,0.32,,,,,2017,,
6510,Atom Zombie Smasher,Strategy,,PC,Unknown,Blendo Games,0.32,,,,,2011,,
6517,One Way Heroics,Role-Playing,,PC,Unknown,Smoking Wolf,0.32,,,,,2011,,
6526,SimplePlanes,Simulation,,PC,Unknown,"Jundroo, LLC",0.31,,,,,2012,,
6527,LUFTRAUSERS,Misc,,PC,Vlambeer,Unknown,0.31,,,,,2014,,
6536,Tricky Towers,Strategy,,PC,Unknown,WeirdBeard,0.31,,,,,2014,,
6586,Atonement: Scourge of Time,Adventure,,PC,Unknown,Astronomic Games,0.31,,,,,2009,,
6588,XCOM 2,Strategy,T,PC,2K Games,Firaxis Games,0.31,0.12,0.16,,0.02,2015,88.0,7.1
6589,Yellow: The Yellow Artifact,Platform,,PC,Unknown,Unknown,0.31,,,,,2015,,
6593,Project Starship,Shooter,,PC,Unknown,Panda Indie Studio,0.31,,,,,2007,,
6604,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,Action,,PC,Unknown,Opus Studio,0.31,,,,,2010,,
6606,Might & Magic: Clash of Heroes,Role-Playing,E10,PC,Ubisoft,Capybara Games,0.31,,,,,2011,,
6626,MX vs. ATV Reflex,Racing,,PC,Unknown,Double Helix Games,0.31,,,,,2001,,
6630,Mercenary Kings,Misc,,PC,Tribute Games,Unknown,0.31,,,,,2014,,
6632,The Jackbox Party Pack,Party,,PC,Jackbox Games,Jackbox Games,0.31,,,,,2014,,
6637,Dream Daddy: A Dad Dating Simulator,Simulation,,PC,Unknown,Game Grumps,0.31,,,,,2009,,
6652,The Settlers 7: Paths to a Kingdom,Strategy,E10,PC,Ubisoft,Blue Byte,0.31,,0.27,,0.04,2010,79.0,5.2
6654,Blackguards,Misc,,PC,Daedalic Entertainment,Unknown,0.31,,,,,2014,,
6658,Her Story,Adventure,,PC,Sam Barlow,Sam Barlow,0.31,,,,,2015,,
6689,Magic 2015 - Duels of the Planeswalker,Strategy,,PC,Wizards of the Coast,Stainless Games,0.3,,,,,2014,,
6711,Tom Clancy's Rainbow Six: Siege,Shooter,M,PC,Ubisoft,Ubisoft Montreal,0.3,0.18,0.09,,0.03,2015,79.0,6.9
6728,Stronghold 2,Strategy,T,PC,2K Games,FireFly Studios,0.3,,,,,2005,,
6734,Kingdom Rush,Shooter,,PC,Ironhide Game Studio,Ironhide Game Studio,0.3,,,,,2011,,
6735,The Jackbox Party Pack 2,Party,,PC,Jackbox Games,Jackbox Games,0.3,,,,,2015,,
6746,Devil May Cry 4,Action,M,PC,Capcom,Capcom,0.3,,,,,2008,78.0,8.5
6753,LYNE,Puzzle,,PC,Unknown,Thomas Bowker,0.3,,,,,2008,,
6760,LISA,Role-Playing,,PC,Unknown,Dingaling,0.3,,,,,1996,,
6761,Call of Duty: Black Ops 3,Shooter,M,PC,Activision,Treyarch,0.3,,0.28,,0.02,2015,,
6775,FIFA 15,Sports,E,PC,EA Sports,EA Canada,0.3,,0.28,,0.02,2014,82.0,4.2
6787,Star Saviors,Shooter,,PC,Unknown,Sharpened Edge Studios,0.3,,,,,1999,,
6795,Pit People,Strategy,,PC,The Behemoth,The Behemoth,0.3,,,,,2018,,
6796,Dark and Light,Role-Playing,,PC,Unknown,Snail Games USA,0.3,,,,,2018,,
6804,Bejeweled 3,Puzzle,E,PC,PopCap Games,PopCap Games,0.3,,,,,2010,82.0,8.1
6810,There's Poop In My Soup,Action,,PC,Unknown,K Bros Games,0.29,,,,,2014,,
6817,Blood Bowl 2,Sports,,PC,Unknown,Cyanide Studios,0.29,,,,,2016,,
6845,Strider (2014),Platform,,PC,Capcom,Double Helix Games,0.29,,,,,2014,,
6870,Sonic Adventure DX: Director's Cut,Platform,E,PC,Activision,Sonic Team,0.29,,,,,2004,,
6878,VA-11 HALL-A,Adventure,M,PC,Ysbryd Games,Sukeban Games,0.29,,,,,2016,,
6882,Everspace,Shooter,,PC,Unknown,Rockfish Games,0.29,,,,,2004,,
6901,BATTLETECH,Action-Adventure,,PC,Unknown,Harebrained Schemes,0.29,,,,,2009,,
6905,Tricolour Lovestory,Visual Novel,,PC,Unknown,HL-Galgame,0.29,,,,,2004,,
6913,Montaro,Action,,PC,Unknown,JCKSLAP,0.29,,,,,1996,,
6917,Mass Effect Trilogy,Misc,,PC,Electronic Arts,Unknown,0.29,0.09,0.17,,0.02,2012,,8.0
6923,Monkey Island 2 Special Edition: LeChuck's Revenge,Adventure,E10,PC,LucasArts,LucasArts,0.29,,,,,2010,,
6927,The Sims 2,Simulation,T,PC,Electronic Arts,Maxis,0.29,0.02,0.24,,0.03,2004,90.0,8.8
6930,Aragami,Action,,PC,Lince Works,Lince Works,0.29,,,,,2016,,
6936,Downwell,Platform,,PC,Unknown,Moppin,0.29,,,,,2016,,
6942,Outrage,Action-Adventure,,PC,Unknown,Astronomic Games,0.29,,,,,2016,,
6947,Rocketbirds: Hardboiled Chicken,Platform,,PC,Unknown,Ratloop Asia Pte Ltd,0.29,,,,,2012,,
6957,Worms: WMD,Strategy,E10,PC,Team17 Digital Ltd,Team17 Digital Ltd,0.29,,,,,2016,,
6958,Drayt Empire,Role-Playing,,PC,Unknown,RPG Video,0.29,,,,,2016,,
6960,Rivals of Aether,Fighting,,PC,Unknown,Unknown,0.29,,,,,2016,,
6970,For The King,Role-Playing,,PC,Unknown,IronOak Games,0.29,,,,,2018,,
6981,Turbo Pug 3D,Action,,PC,Unknown,Wulo Games,0.29,,,,,1996,,
6997,Tales of Berseria,Role-Playing,T,PC,Namco Bandai Games,Namco Bandai Games,0.28,,,,,2018,,
7020,World of Tanks,Shooter,T,PC,Wargaming.net,Wargaming.net,0.28,,0.23,,0.05,2011,80.0,3.7
7027,Hatoful Boyfriend,Visual Novel,,PC,Devolver Digital,Mediatonic Ltd.,0.28,,,,,2014,,
7053,Half Dead,Action-Adventure,,PC,Unknown,Room710Games,0.28,,,,,2011,,
7066,Incitement 3,Role-Playing,,PC,Unknown,Astronomic Games,0.28,,,,,2007,,
7074,Madballs in Babo:Invasion,Action,,PC,Unknown,Playbrains,0.28,,,,,2007,,
7079,Oxenfree,Adventure,,PC,Unknown,Night School Studio,0.28,,,,,2004,,
7082,Retro City Rampage,Misc,,PC,Unknown,Unknown,0.28,,,,,2006,,
7083,Little Nightmares,Platform,T,PC,Namco Bandai Games,Tarsier Studios,0.28,,,,,2017,,
7085,HellAngel,Action,,PC,Unknown,Andrey Malyarov,0.28,,,,,2004,,
7094,Need for Speed: Most Wanted,Racing,T,PC,Electronic Arts,EA Canada,0.28,0.02,0.24,,0.02,2005,82.0,8.5
7094,Need for Speed: Most Wanted,Racing,T,PC,Electronic Arts,EA Canada,0.28,0.02,0.24,,0.02,2005,82.0,8.5
7101,Lost Planet 3,Shooter,T,PC,Capcom,Spark Unlimited,0.28,,,,,2013,61.0,6.2
7105,PIGMENTUM,Action,,PC,Unknown,Irvin Vaush,0.28,,,,,1995,,
7113,Pid,Platform,,PC,Unknown,Might and Delight,0.28,,,,,2001,,
7121,SimCity 4,Simulation,E,PC,Electronic Arts,Maxis,0.28,0.01,0.24,,0.02,2003,84.0,8.7
7123,Shadow Warrior Classic Redux,Shooter,,PC,Unknown,General Arcade,0.28,,,,,2015,,
7127,The Walking Dead - The Telltale Series: A New Frontier,Adventure,,PC,Unknown,Telltale Games,0.28,,,,,2010,,
7142,Atonement 2: Ruptured by Despair,Role-Playing,,PC,Unknown,Astronomic Games,0.28,,,,,2009,,
7155,Domina,Action,,PC,Unknown,DolphinBarn,0.28,,,,,2008,,
7164,Omerta - City of Gangsters,Simulation,,PC,Unknown,Haemimont Games,0.28,,,,,2002,,
7215,Batman - The Telltale Series,Adventure,,PC,Unknown,Telltale Games,0.27,,,,,2012,,
7216,Cat Goes Platform,Platform,,PC,Unknown,VOiD Games,0.27,,,,,2012,,
7217,Game of Thrones,Role-Playing,,PC,Atlus,Cyanide Studios,0.27,,,,,2012,58.0,6.5
7238,The Cave,Misc,,PC,Sega,Unknown,0.27,,,,,2013,,
7305,Shadowrun: Hong Kong,Role-Playing,,PC,Unknown,Harebrained Schemes,0.27,,,,,2010,,
7322,Orbital Gear,Action,,PC,Night Node Software,Night Node Software,0.27,,,,,2014,,
7323,Desolate Wastes: Vendor Chronicles,Action,,PC,Unknown,Rotatipyra,0.27,,,,,2014,,
7325,Germ Wars,Action,,PC,Unknown,Svarog Studios,0.27,,,,,2006,,
7328,hack_me,Simulation,,PC,Unknown,Egor Magurin,0.27,,,,,2017,,
7336,BIT.TRIP BEAT,Misc,,PC,Gaijin Entertainment,Gaijin Games Inc.,0.27,,,,,2010,,
7338,Home Behind,Adventure,,PC,Unknown,TPP Studio,0.27,,,,,1995,,
7369,Divinity: Dragon Commander,Role-Playing,,PC,Unknown,Larian Studios,0.27,,,,,2003,,
7378,Day of the Tentacle Remastered,Adventure,,PC,Unknown,Double Fine Productions,0.27,,,,,2013,,
7384,Project CARS 2,Racing,,PC,Namco Bandai Games,Slightly Mad Studios,0.26,,,,,2017,,
7388,Total War: Attila,Strategy,T,PC,Sega,Creative Assembly,0.26,0.11,0.14,,0.02,2015,80.0,7.3
7389,Tropico 4,Strategy,T,PC,Kalypso,Haemimont Games,0.26,0.1,0.13,,0.03,2011,78.0,7.7
7393,Camera Obscura,Action-Adventure,,PC,Unknown,Anteater Games,0.26,,,,,2007,,
7394,R.U.S.E.,Strategy,T,PC,Ubisoft,Eugen Systems,0.26,0.04,0.19,,0.03,2010,76.0,8.1
7400,Take Thy Throne,Action-Adventure,,PC,Unknown,Charyb Games,0.26,,,,,2010,,
7408,Dead Rising 2: Off the Record,Action,M,PC,Capcom,Blue Castle Games,0.26,,,,,2011,66.0,5.3
7412,Bit Blaster XL,Shooter,,PC,Unknown,Nickervision Studios,0.26,,,,,1996,,
7437,Stealth Inc 2: A Game of Clones,Action-Adventure,,PC,Unknown,Carbon,0.26,,,,,2006,,
7442,Wizard of Legend,Action-Adventure,,PC,Unknown,Contingent99,0.26,,,,,2000,,
7444,Assassin's Creed Syndicate,Action,M,PC,Ubisoft,Ubisoft Quebec,0.26,0.15,0.09,,0.02,2015,74.0,5.9
7461,Dishonored 2,Action,,PC,Bethesda Softworks,Arkane Studios,0.26,0.08,0.17,,0.02,2016,86.0,6.0
7464,Next Day: Survival,Action-Adventure,,PC,Unknown,SOFF Games,0.26,,,,,2014,,
7469,Legend of Grimrock 2,Role-Playing,,PC,Unknown,Almost Human Games,0.26,,,,,2002,,
7473,Deep Space Dash,Action,,PC,Unknown,Delusional Games,0.26,,,,,2008,,
7496,Labyronia RPG,Role-Playing,,PC,Unknown,Labyrinthine,0.26,,,,,2013,,
7500,Postal,Shooter,M,PC,Ripcord Games,Running With Scissors,0.26,,,,,1997,,
7503,Hyper color ball,Action,,PC,Unknown,Czester16,0.26,,,,,2000,,
7526,Rampage Knights,Action,,PC,Unknown,Rake in Grass,0.26,,,,,2005,,
7531,Battle Royale Trainer,Shooter,,PC,Trickjump Games Ltd,Trickjump Games Ltd,0.26,,,,,2018,,
7533,Final Quest II,Role-Playing,,PC,Back To Basics Gaming,RPG Video,0.26,,,,,2016,,
7539,Greyfox RPG,Role-Playing,,PC,EQ Games,Lesley Dodd,0.26,,,,,2015,,
7546,The Four Kings Casino and Slots,Simulation,T,PC,Digital Leisure Inc.,Digital Leisure Inc.,0.26,,,,,2015,,
7551,PixARK,Sandbox,,PC,Snail Games USA,Snail Games USA,0.26,,,,,2018,,
7559,DuckTales: Remastered,Platform,E,PC,Capcom,WayForward,0.26,,,,,2013,66.0,7.6
7574,Pool Nation,Simulation,,PC,Cherry Pop Games,Cherry Pop Games,0.26,,,,,2013,,
7576,Shatter,Puzzle,E,PC,Sidhe Interactive,Sidhe Interactive,0.26,,,,,2010,,
7588,The Incredible Adventures of Van Helsing II,Action,,PC,Neocore Games,NeoCoreGames,0.25,,,,,2014,,
7590,Elex,Role-Playing,M,PC,THQ Nordic,Piranha Bytes,0.25,,,,,2017,,
7593,Need for Speed Rivals,Racing,E10,PC,Electronic Arts,Ghost Games,0.25,0.04,0.19,,0.02,2013,76.0,3.3
7596,Legend of Mysteria RPG,Role-Playing,,PC,EQ Games,Labyrinthine,0.25,,,,,2015,,
7601,The Legend of Heroes: Trails in the Sky,Role-Playing,,PC,Xseed Games,Nihon Falcom Corporation,0.25,,,,,2014,,
7612,Blood Bowl: Chaos Edition,Strategy,,PC,Focus Home Interactive,Cyanide Studios,0.25,,,,,2012,,
7614,Grand Pigeon's Duty,Action,,PC,WolfgangIs,WolfgangIs,0.25,,,,,2016,,
7637,Deadfall Adventures,Action,,PC,THQ Nordic,The Farm 51,0.25,,,,,2013,,
7642,Owlboy,Platform,,PC,D-Pad Studio,D-Pad Studios,0.25,,,,,2016,,
7653,Zoo Tycoon 2: Ultimate Collection,Strategy,E10,PC,Microsoft Game Studios,Blue Fang Games,0.25,0.04,0.19,,0.03,2008,,8.4
7669,Pixel Puzzles: Japan,Puzzle,,PC,DL Softworks,DL Softworks,0.25,,,,,2014,,
7672,Silent Hunter 5: Battle of the Atlantic,Simulation,T,PC,Ubisoft,Ubisoft Romania,0.25,,0.21,,0.04,2010,62.0,3.5
7697,Streamline,Sports,,PC,Proletariat Inc.,Proletariat Inc.,0.25,,,,,2016,,
7701,The Elder Scrolls IV: Oblivion,Role-Playing,M,PC,Take-Two Interactive,Bethesda Softworks,0.25,0.01,0.21,,0.04,2009,94.0,8.1
7704,Chaos on Deponia,Adventure,,PC,Daedalic Entertainment,Daedalic Entertainment,0.25,,,,,2012,,
7718,Spikit,Action,,PC,Back To Basics Gaming,Blastoid Entertainment,0.25,,,,,2016,,
7731,Stronghold Legends,Strategy,T,PC,2K Games,FireFly Studios,0.25,,,,,2006,57.0,7.2
7737,RUSH,Puzzle,,PC,Two Tribes,Two Tribes,0.25,,,,,2010,,
7739,Stacking,Puzzle,,PC,Double Fine Productions,Double Fine Productions,0.25,,,,,2012,,
7741,LEGO Star Wars III: The Clone Wars,Action,E10,PC,LucasArts,Traveller's Tales,0.25,0.1,0.13,,0.02,2011,76.0,7.5
7748,Bridge Constructor,Simulation,,PC,Headup Games,Headup Games,0.25,,,,,2013,,
7765,Momodora: Reverie Under the Moonlight,Platform,,PC,AGM Playism,Bombservice,0.25,,,,,2016,,
7767,The Basement Collection,Adventure,,PC,Edmund McMillen,Edmund McMillen,0.25,,,,,2012,,
7769,Project Highrise: Architect's Edition,Simulation,E10,PC,Kasedo Games,SomaSim,0.25,,,,,2016,,
7773,Capsized,Platform,,PC,Unknown,Alientrap Games Inc,0.25,,,,,2011,,
7776,Lego Star Wars: The Force Awakens,Action-Adventure,E10,PC,Warner Bros. Interactive Entertainment,TT Fusion,0.25,,,,,2016,,
7782,Far Cry: Primal,Action-Adventure,M,PC,Ubisoft,Ubisoft Montreal,0.25,0.07,0.16,,0.02,2016,74.0,4.8
7796,Final Fantasy XIII-2,Role-Playing,,PC,Square Enix,Square Enix,0.24,,,,,2014,,
7797,Detention,Adventure,,PC,Coconut Island Games,Red Candle Games,0.24,,,,,2017,,
7801,RADical ROACH Remastered,Action,,PC,DL Softworks,DL Softworks,0.24,,,,,2014,,
7803,The Land of Dasthir,Role-Playing,,PC,Back To Basics Gaming,RPG Video,0.24,,,,,2017,,
7806,Reset 1-1,Platform,,PC,New Reality Games,Panda Indie Studio,0.24,,,,,2016,,
7808,The Typing of The Dead: Overkill,Misc,,PC,Unknown,Modern Dream,0.24,,,,,2015,,
7818,Star Wars Battlefront,Shooter,T,PC,LucasArts,Pandemic Studios,0.24,0.08,0.14,,0.02,2004,,
7825,Under Zero,Adventure,,PC,Dagestan Technology,Dagestan Technology,0.24,,,,,2016,,
7835,God Eater 2: Rage Burst,Role-Playing,T,PC,Namco Bandai Games,Namco Bandai Games,0.24,,,,,2016,,
7839,Sleeping Valley,Adventure,,PC,White Dog,White Dog,0.24,,,,,2016,,
7841,Warriors of Vilvatikta,Adventure,,PC,Back To Basics Gaming,RPG Video,0.24,,,,,2016,,
7850,Enslaved: Odyssey to the West,Action,T,PC,Bandai Namco Entertainment,Ninja Theory,0.24,,,,,2013,,
7858,Ziggurat,Shooter,,PC,Milkstone Studios,Milkstone Studios,0.24,,,,,2014,,
7860,Minimum,Action,,PC,Atari,Human Head Studios,0.24,,,,,2014,,
7864,Iron Sky: Invasion,Action,,PC,TopWare Interactive,Reality Pump Studios,0.24,,,,,2012,,
7866,Crawl,Action,,PC,Powerhoof Pty Ltd,Powerhoof,0.24,,,,,2017,,
7872,Homefront,Shooter,M,PC,THQ,Kaos Studios,0.24,0.11,0.1,,0.03,2011,70.0,5.5
7883,Sonic CD,Platform,E,PC,Sega,Sonic Team,0.24,,,,,1995,,
7900,Hatred,Shooter,,PC,Destructive Creations,Destructive Creations,0.24,,,,,2015,,
7913,Shelter 2,Adventure,,PC,Might and Delight,Might and Delight,0.24,,,,,2015,,
7914,Data Hacker: Initiation,Role-Playing,,PC,New Reality Games,New Reality Games,0.24,,,,,2014,,
7915,Shake Your Money Simulator 2016,Simulation,,PC,CharlieH,CharlieH,0.24,,,,,2016,,
7916,Hoard,Strategy,E,PC,Big Sandwich Games,Big Sandwich Games,0.24,,,,,2011,,
7931,Jazzpunk: Director's Cut,Adventure,,PC,Necrophone Games,Necrophone Games,0.24,,,,,2014,,
7940,Energy Cycle,Puzzle,,PC,Sometimes You,Sometimes You,0.24,,,,,2016,,
7943,Mad Hunter,Action,,PC,Unknown,Unknown,0.24,,,,,2016,,
7952,Jet Racing Extreme: The First Encounter,Racing,,PC,Real Dynamics,Real Dynamics,0.24,,,,,2015,,
7956,Cities in Motion,Simulation,E,PC,Paradox Interactive,Colossal Order,0.24,,,,,2011,70.0,7.7
7996,TIS-100,Simulation,,PC,Unknown,Zachtronics Industries,0.24,,,,,2010,,
8005,METRO 2033,Shooter,M,PC,THQ,4a-games,0.24,,0.19,,0.04,2010,,
8008,DC Universe Online,MMO,T,PC,Sony Online Entertainment,WBIE,0.23,0.16,0.06,,0.02,2011,72.0,6.8
8021,Danganronpa: Trigger Happy Havoc,Adventure,,PC,Spike Chunsoft,Spike Chunsoft,0.23,,,,,2016,,
8033,Angry Birds,Puzzle,E,PC,Unknown,Rovio Mobile,0.23,,0.19,,0.05,2011,,7.3
8035,Lichdom: Battlemage,Role-Playing,,PC,Unknown,Unknown,0.23,,,,,2014,,
8037,Mortifero Motus,Racing,,PC,Unknown,Unknown,0.23,,,,,1999,,
8041,Spec Ops: The Line,Shooter,RP,PC,2K Games,Yager Development,0.23,0.12,0.09,,0.02,2012,76.0,8.2
8047,A grande bagunca espacial - The big space mess,Action,,PC,Unknown,RMAL,0.23,,,,,2011,,
8049,SteamWorld Heist,Strategy,,PC,Unknown,Image & Form Games,0.23,,,,,2009,,
8060,KickHim,Action,,PC,Unknown,Pokshevanov Pavel,0.23,,,,,2002,,
8068,Lightning Returns: Final Fantasy XIII,Role-Playing,,PC,Square Enix,Square Enix,0.23,,,,,2015,,
8070,ZRoll,Platform,,PC,Unknown,KxONE,0.23,,,,,2017,,
8086,Evoland 2,Role-Playing,,PC,Shiro Games,Shiro Games,0.23,,,,,2015,,
8095,Dreaming Sarah,Platform,,PC,Unknown,Asteristic Game Studio,0.23,,,,,1998,,
8096,Train Fever,Simulation,,PC,Good Shepherd Entertainment,Urban Games,0.23,,,,,2014,,
8116,Canyon Capers,Misc,,PC,Unknown,Unknown,0.23,,,,,2014,,
8118,Anno 2205,Strategy,E10,PC,Ubisoft,Blue Byte,0.23,0.04,0.17,,0.02,2015,72.0,5.9
8122,Tower Unite,MMO,,PC,Unknown,PixelTail Games,0.23,,,,,2007,,
8130,Metal Slug X,Action,,PC,Unknown,SNK Corporation,0.23,,,,,2010,,
8152,Zombie Driver HD,Racing,,PC,Unknown,EXOR Studios,0.23,,,,,2007,,
8153,Sniper: Ghost Warrior 3,Shooter,M,PC,City Interactive,City Interactive,0.23,,,,,2017,,
